uid,u0,u1,u2,u3
68.0,0.6465178623580748,0.1674970304798845,0.36060242807373455,0.9082087542879236
69.0,0.34182386827151046,0.5447101987231473,0.016685014887008576,0.3856399575181344
70.0,0.26923680550152806,0.4979505968022846,0.9673396429551497,0.507399687405382
71.0,0.5749432094818715,0.07991578409400657,0.5880000504938592,0.371721594071461
72.0,0.5870595849177914,0.9185262615754763,0.09668776316165895,0.7010104714443772
73.0,0.6354244093929978,0.7957627070358281,0.7055072662889772,0.9735105149473301
74.0,0.10420457398032434,0.8068202399200318,0.9436796076272758,0.04114228760155747
75.0,0.3038389220965477,0.0052083036343588685,0.8321629155142568,0.7328193011470394
76.0,0.36651302952818554,0.40738669531722504,0.36596285383716687,0.6634340205576619
77.0,0.6761024217381005,0.08157933616902013,0.166004028657327,0.12572306069560268
78.0,0.666451105195692,0.8059959362577683,0.2406527140046557,0.9615398831600538
79.0,0.20670272349912056,0.5923748440507023,0.19420989247187892,0.5928471115106394
80.0,0.7834604815788373,0.7810622580860658,0.8537948462192069,0.5741827485104886
81.0,0.4766959121013593,0.713176439587574,0.9059369243274845,0.29459860351626255
82.0,0.4105190309315023,0.673399625553795,0.7460638634476818,0.12775849526061223
83.0,0.35017568993954085,0.08789275595649393,0.33065881941278763,0.31428089322034325
84.0,0.6747381918997771,0.10225084910137328,0.027123104429388034,0.7461675250728588
85.0,0.22914235254380078,0.3435914806918874,0.9973393666377524,0.1362499437728063
86.0,0.3379623268977534,0.2987737920508169,0.4395811696913524,0.4195000334639166
87.0,0.7598882729715585,0.08870360400277177,0.10389722701172255,0.9860650715537826
88.0,0.8691861256373677,0.034632809669980724,0.4905805497493442,0.06855717113945625
89.0,0.02313606735654672,0.836705071841661,0.8605512592724351,0.7492952904586402
90.0,0.3326253899375965,0.29406369939381116,0.8962550846250485,0.6110652786068212
91.0,0.3269060386783196,0.5984563418281935,0.9034574118799003,0.7192955750223208
92.0,0.1611362545300714,0.24620956892667223,0.40316963336189926,0.43718394862329035
93.0,0.12730052936046932,0.3767484796617161,0.8336220688303344,0.5332496366862344
94.0,0.41648727667936236,0.8241038123550894,0.32560699946092686,0.817195919748471
95.0,0.833625361103794,0.48594559522700564,0.05976135549158612,0.8331450030395036
96.0,0.5566053580292653,0.6078721967193924,0.8876418386437575,0.42775026714938025
97.0,0.6652036693591789,0.4640687582696138,0.672392917107397,0.5149243041509486
98.0,0.9393908651022668,0.22365692380424018,0.09770895649210654,0.6778208201083109
99.0,0.6692583848333318,0.019436230804592336,0.41992269988376163,0.6327728264837973
